compound,smiles,concentration,moa,plate,well,replicate,dapi_path,tubulin_path,actin_path
colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.030000,Microtubule destabilizers,Week1_22381,E07,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22381/Week1_22381/Week1_150607_E07_s4_w1822D00C4-D980-412D-9020-F3CEBB36BF8E.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22381/Week1_22381/Week1_150607_E07_s4_w2ADDD4D91-4F7F-4603-8372-72303BCA70F0.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22381/Week1_22381/Week1_150607_E07_s4_w4FCE252C8-02E7-4595-A05A-87C946D37433.tif
colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.030000,Microtubule destabilizers,Week1_22401,E07,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s1_w15108FECC-B243-4874-8CBF-2A60F0830042.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s1_w295FBDEF4-7214-4D92-BA13-0CA57B3507B7.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s1_w4653EC611-D5BB-440F-B3EF-1FF3380EA2FD.tif
colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.030000,Microtubule destabilizers,Week1_22401,E07,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s2_w1F5CB9918-74EF-4DDA-B0E8-D626EF69C578.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s2_w258CB83AC-E185-49E4-A8DD-A0DD3593A638.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s2_w4195E3F2E-722E-4D9F-AA05-E132C36F7336.tif
colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.030000,Microtubule destabilizers,Week1_22401,E07,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s3_w12092FA7B-9494-4E71-824D-843F3AA4CDA4.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s3_w289BEA1D2-B292-4CBD-B74F-0DB01967E278.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s3_w4A7EE62E6-D8B1-4829-9C36-81C1FEE54A2D.tif
colchicine,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,0.030000,Microtubule destabilizers,Week1_22401,E07,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s4_w163BA2244-01FC-4174-B882-1B51235BF965.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s4_w23C5F4587-AFD9-49D9-8CD9-3E7EA64DE68E.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22401/Week1_22401/Week1_150607_E07_s4_w408EF46F0-7959-4376-90AB-639AC3678CB8.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22123,E04,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s3_w130D6ED94-EB04-4E47-8C80-36A698386ABF.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s3_w2AF24C326-E41A-4E65-8C27-0306CCF1EDB1.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s3_w46574FE56-87C7-407C-A7E4-C820F46BD873.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22123,E04,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s4_w1AD7E0FBB-36C7-4CDF-B90D-F3B3D98BD8CD.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s4_w243F685F7-0F6A-4EC3-89A6-BF10BC8D88A6.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s4_w4F9953394-6303-40AF-995B-CD276926823B.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22123,E04,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s1_w171BF0848-4027-44D3-B6B8-863C8523F226.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s1_w2C709B861-E4A8-499D-B575-33072064F217.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s1_w479EC1B1E-86DB-4761-886C-1F96AC095E30.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22123,E04,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s2_w1D22F7363-A16A-480F-8FD2-9500053ACC49.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s2_w20CA41AF3-06DE-405B-AF72-4F26DEBC13E6.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E04_s2_w4D19BB584-0CAC-4D8C-968E-C98504B47D28.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22141,E04,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s3_w1BB1B1F4C-7BB0-48D7-84AE-51E59913766E.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s3_w26CAE7450-121C-4CC6-A794-FB0C89893041.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s3_w461A25DB9-0BE0-4165-9C5D-624C46EC617C.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22141,E04,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s4_w12BDBC4CA-CCA1-48C8-B4D5-F229EB266410.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s4_w2637890B3-C311-4D58-9AC3-EF08ADB9A12B.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s4_w4681AECFF-D11C-499C-8AA5-2A70273F6A64.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22141,E04,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s1_w17F5D7440-78EC-457B-A101-8FEDE051EF0C.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s1_w247F641CE-C2CF-4CDE-845F-2556DCB8BD9A.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s1_w4F9914B4F-8297-47CB-B7FE-41ED1630E63C.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22141,E04,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s2_w1E39009A6-09F6-4A5C-91B7-C06E75B673A2.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s2_w245577ADA-C0DD-4434-B1EC-7B280D98ED32.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E04_s2_w430C96A4F-6399-411D-B2A3-9DED54D4E9C0.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22161,E04,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s1_w1C7CCD2ED-765D-48AE-8FDB-4FC8A641FAF2.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s1_w2E5ED3106-93D5-45E2-924A-485D91A5F4A1.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s1_w48AF840B9-3D23-4094-8136-5E7451193F60.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22161,E04,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s2_w1AB7242AD-5699-4726-9DB0-0F2202BDDE59.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s2_w21B70AFD1-943C-4CF9-8577-B4041C979FC3.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s2_w447ADEB11-CD29-4C93-B365-44A335D0247A.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22161,E04,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s3_w1B402968F-6439-4559-A009-00CC5571C65F.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s3_w23D8FADDC-A17F-49F1-B18D-A2E4D2DB20D1.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s3_w48F7B8740-E479-446C-8C7C-432882AEAE0C.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,1.000000,Microtubule destabilizers,Week1_22161,E04,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s4_w14DB6963E-2A37-4B84-BAAA-9EB6B3D5A290.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s4_w2CB419860-7947-4D66-88B0-1B8E273CC347.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E04_s4_w41653AB6B-0731-4D27-87F6-A440530FE610.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22123,E03,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s1_w1CC9CF6DE-5D49-485C-B53A-C5F23960F132.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s1_w2104E0137-752D-45DB-ACA6-2438B95BD17D.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s1_w44CBCF5A0-2A59-4426-925F-5E5673C685FF.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22123,E03,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s2_w1560CB402-89C2-4AB7-A046-52D5F6518BBD.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s2_w2C905FE58-6E02-48DA-B3A9-42F58248BBE3.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s2_w4313CC8E9-0BA5-4480-B2FE-98AB8597DA05.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22123,E03,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s3_w1008753AF-2622-49CF-A2B4-D733A4C98BCE.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s3_w2B4AC06C0-C970-4245-8077-7D8D7773CE84.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s3_w43E5FE33C-6C78-408C-8B1D-E303B63AA467.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22123,E03,1,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s4_w1283F68AE-A41B-448C-BC6B-264BA45F9E1A.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s4_w2A1EF1179-B50C-45E3-8AE2-E1353ACAA729.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22123/Week1_22123/Week1_150607_E03_s4_w4C29A1AC2-9D46-4A6B-A652-826F08B44B21.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22141,E03,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s1_w1BF4F9DDC-7ED0-49C5-B0D3-E535A4045F39.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s1_w2DB7E2CD2-2944-46BF-B538-189A24B11CF9.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s1_w41BF0CE25-144B-41A7-A6DA-58A3E347842E.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22141,E03,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s2_w1600EA035-08FC-42AD-BC05-1AC7886C3BDF.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s2_w281B1A37C-774C-4A47-958D-41B08BBA016B.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s2_w4D1DFC749-5CD2-4077-A783-49DD46BC4170.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22141,E03,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s3_w1CD3CCD63-96D5-44F8-8F69-DD9AB918E858.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s3_w2BF90F77F-353B-418C-9178-1374DFC72ADD.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s3_w400BD6D2E-E8CE-40CC-8DBF-49EB2DFCB6F5.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22141,E03,2,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s4_w1E2EB3073-4504-4C29-BE6C-04F5D4E3B628.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s4_w22AA68374-9DC6-4AF3-A6E0-AFA91D5D34DD.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22141/Week1_22141/Week1_150607_E03_s4_w481F75B5D-543E-44E0-A12A-629B70DE6D0C.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22161,E03,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s1_w17B506F81-E5A4-477C-81DB-D9C4DAD51B24.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s1_w231C9E469-FE7D-493F-A0F8-0E984B2324BB.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s1_w464D260F6-4917-49FF-8426-1805AD76E350.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22161,E03,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s2_w18ACE7D00-01F1-4058-A64C-6FBBD24A9905.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s2_w2368F328B-B404-4BA0-A85B-6E1EFA12F24C.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s2_w4B6C34949-C127-47EB-9478-D4950413E7FE.tif
nocodazole,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3cccs3,3.000000,Microtubule destabilizers,Week1_22161,E03,3,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s3_w1E3C2E91E-9100-4270-913E-D58882C59937.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s3_w27527D628-BE34-4FFF-85CA-2DE9DFEA3035.tif,/Users/shaonichakravarty/Documents/IIIT_Dharwad/research_project/Mtech_project/multimodal_datapipeline/dataset_pipeline_output/bbbc021/images/BBBC021_v1_images_Week1_22161/Week1_22161/Week1_150607_E03_s3_w4415FC2E8-1E57-4CCF-BC97-14A9DFE57AA0.tif
